S139,114,118,99,109,218,218,173,173,141,141,95,109,150,150,146,152,160,162,192,194,221,230
S140,114,114,99,103,218,220,169,173,135,143,95,111,150,158,148,150,162,164,196,198,230,230
S141,118,118,99,103,218,218,173,173,141,141,109,111,158,158,146,148,162,162,192,198,230,230
S142,114,118,99,105,216,220,173,177,141,143,109,109,150,150,150,152,162,164,194,196,230,230
S143,118,118,103,111,218,218,173,173,141,143,111,111,158,158,148,148,160,162,192,192,230,233
S144,114,118,103,103,216,218,173,173,135,141,109,111,150,158,146,150,160,162,192,196,230,233
S145,114,114,99,109,220,220,173,173,135,141,107,109,150,150,150,152,160,162,194,196,230,230
S146,118,125,103,105,218,224,175,177,141,141,111,111,154,158,146,148,160,162,192,194,221,233
S147,114,118,103,111,216,220,173,173,135,141,109,111,154,158,146,146,162,162,192,196,230,233
S148,118,118,99,103,218,218,173,177,141,143,93,109,150,158,148,152,162,162,192,198,230,233
S149,114,114,103,109,218,218,173,173,141,141,97,109,150,150,150,152,162,162,192,198,230,230
S150,114,118,103,105,218,218,173,173,141,141,95,109,150,158,148,152,162,162,192,198,230,230
S151,118,125,103,105,218,224,175,177,141,141,111,111,154,158,146,148,160,162,192,194,221,233
S152,114,118,99,111,218,220,173,177,141,141,109,111,158,158,148,152,162,162,192,192,221,230
S153,114,114,99,99,218,218,173,177,141,141,107,109,150,154,152,152,162,164,192,198,230,230
S154,112,118,99,109,216,216,173,173,141,141,95,111,150,150,146,146,160,162,192,198,230,230
S155,118,118,103,111,218,220,173,173,141,141,109,111,158,158,148,152,162,162,192,198,221,230
S156,106,118,103,109,216,218,173,183,135,143,109,111,150,158,146,148,162,164,192,192,230,230
S157,114,118,103,111,212,218,173,177,141,141,109,111,158,160,148,152,160,162,192,198,221,230
S158,118,118,99,111,220,220,173,177,135,141,93,109,150,158,146,152,162,162,192,196,230,230
S159,114,118,99,103,218,218,173,177,141,141,95,111,158,158,152,152,162,162,192,192,230,233
S160,114,125,99,103,216,224,173,173,135,141,95,111,150,154,146,150,160,162,194,196,215,230
S161,114,118,103,111,218,220,173,173,135,141,107,109,154,158,146,148,162,164,192,198,230,230
S162,114,114,99,111,218,220,173,177,141,141,95,109,154,158,148,152,162,162,192,198,221,230
S163,114,118,103,111,218,218,173,173,141,141,109,111,150,158,146,152,160,162,192,192,230,233
S164,114,118,99,111,220,220,173,177,141,143,109,111,158,158,150,152,162,164,194,196,230,230
S165,114,118,99,103,216,220,173,177,141,141,95,109,150,158,146,150,162,162,192,196,230,233
S166,114,118,99,103,216,218,173,177,141,141,111,111,158,158,146,146,162,162,192,196,230,233
S167,114,118,99,103,218,220,173,173,141,141,109,111,158,158,146,148,160,162,192,192,230,230
S168,118,118,99,103,218,220,173,177,135,141,111,111,158,158,146,148,162,162,192,192,230,230
S169,118,118,103,111,218,220,173,173,141,143,93,107,158,158,148,152,162,162,192,192,230,230
S170,118,118,103,103,218,218,173,177,141,143,109,111,150,158,146,152,162,162,192,192,230,233
S171,114,118,103,109,216,220,173,173,135,141,107,111,150,150,150,150,162,162,192,194,215,230
S172,118,118,99,103,218,220,173,177,135,141,111,111,158,158,146,148,162,162,192,192,230,230
S173,114,114,99,103,212,216,173,173,135,141,107,111,158,158,146,152,162,162,192,192,221,230
S174,112,114,99,111,216,218,173,173,141,141,109,109,150,158,146,150,162,162,192,198,230,230
S175,118,118,103,111,218,220,173,177,141,141,107,111,158,158,146,152,160,162,192,192,230,233
S176,114,118,103,103,216,216,173,177,135,135,109,109,154,158,146,150,162,164,192,192,221,230
S177,114,114,99,103,212,216,173,173,141,141,107,111,150,154,146,152,160,162,192,196,221,230
S178,114,118,99,109,216,216,173,173,135,135,97,109,150,150,146,148,162,162,192,196,230,230
S179,114,118,99,103,216,216,173,173,135,141,109,111,150,158,146,152,162,162,192,194,230,230
S180,118,125,99,99,218,218,173,173,141,141,95,109,154,158,146,152,160,162,192,196,230,230
S181,118,118,111,111,218,220,173,177,141,141,109,111,158,158,146,146,162,162,-1,-1,-1,-1
S182,118,118,99,103,216,218,173,173,135,141,107,107,150,154,-1,-1,160,162,-1,-1,230,230
S183,114,118,99,103,218,220,173,173,135,141,95,109,150,158,150,150,162,164,192,198,230,230
S184,118,118,111,111,216,220,177,177,141,141,95,109,150,158,150,150,162,164,192,198,230,230
S185,114,118,103,111,220,220,-1,-1,141,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S186,114,118,99,103,218,220,173,177,141,141,93,109,-1,-1,-1,-1,162,162,-1,-1,-1,-1
S187,112,112,103,109,218,218,173,177,141,143,95,95,150,158,150,150,160,164,192,198,230,230
S188,114,118,103,103,218,218,173,177,141,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S189,112,118,109,111,218,220,169,173,135,143,95,110,150,150,150,150,162,164,192,198,230,230
S190,114,118,99,109,216,220,173,173,141,141,107,109,150,158,150,150,160,162,192,196,230,230
S191,114,114,103,109,212,220,173,177,135,141,93,111,150,154,150,150,160,162,192,194,230,230
S192,114,118,99,103,220,220,-1,-1,135,135,93,111,150,154,150,150,160,162,192,194,230,230
S193,114,118,99,111,220,220,173,177,141,141,95,109,150,150,150,152,162,162,-1,-1,-1,-1
S194,114,118,109,111,218,220,169,173,141,143,95,95,158,158,148,152,162,164,192,198,230,233
S195,118,118,99,103,218,220,173,173,141,141,109,111,158,158,146,152,160,162,192,196,230,230
S196,114,118,99,103,216,216,173,173,135,141,109,111,150,158,146,152,162,162,192,194,230,230
S197,112,114,105,109,212,218,169,177,143,143,95,109,150,158,148,152,164,164,194,198,230,233
S198,114,114,103,111,220,220,173,173,135,141,95,111,150,158,146,152,162,162,192,192,230,233
S199,-1,-1,-1,-1,-1,-1,173,173,-1,-1,109,109,150,160,150,152,162,162,192,198,230,230
S200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,109,111,150,150,150,150,162,164,192,192,230,230
S201,114,118,103,105,216,220,173,177,141,141,109,111,150,150,146,152,162,164,192,192,230,230
S202,114,114,99,103,212,220,173,173,135,141,93,109,150,160,146,152,162,162,192,194,230,230
S203,114,118,103,111,216,216,173,177,135,141,109,111,150,158,146,150,162,162,192,196,221,230
S204,-1,-1,99,111,216,220,173,173,141,141,95,109,158,158,146,146,162,162,192,192,221,230
S205,114,114,99,103,-1,-1,173,173,135,141,111,111,150,158,148,150,162,162,192,196,230,230
S206,118,126,99,103,220,220,173,175,135,141,109,111,150,154,150,150,160,162,194,196,221,230
S207,118,118,99,99,-1,-1,173,173,-1,-1,95,109,154,158,150,152,162,162,192,196,221,230
S208,114,118,99,103,-1,-1,173,173,135,135,109,111,158,158,150,152,162,162,192,192,230,230
S209,118,118,103,103,218,220,173,177,135,143,111,111,158,158,146,146,160,162,192,192,230,233
S210,118,118,103,111,216,216,173,177,135,141,95,109,150,154,146,150,162,162,192,192,221,230
S211,114,125,99,109,218,218,173,173,141,141,95,109,150,150,148,150,162,164,196,198,230,230
S212,118,118,99,111,216,220,173,173,135,141,109,111,150,158,146,152,160,162,192,192,230,230
S213,114,118,99,111,218,218,173,173,141,143,109,111,150,158,146,148,162,162,192,192,230,230
S214,114,114,99,103,212,220,173,173,135,141,93,107,154,158,152,152,160,160,192,194,221,230
S215,114,114,99,103,216,218,173,173,141,141,109,111,150,158,148,150,162,162,196,198,230,230
S216,114,118,99,103,218,218,173,173,141,141,109,111,158,158,150,152,162,162,192,192,230,230
S217,114,118,103,109,216,216,173,173,135,141,93,109,154,158,146,150,162,164,192,198,230,230
S218,112,118,99,111,218,220,173,177,135,141,109,111,158,158,150,150,162,164,196,198,230,230
S219,118,118,99,111,216,220,173,177,141,141,95,109,150,154,146,152,162,162,192,192,221,230
S220,114,118,111,111,220,220,173,177,141,141,95,107,154,158,146,152,162,162,192,192,221,230
S221,118,118,103,103,218,218,173,173,141,141,111,111,150,158,146,152,162,162,192,192,230,230
S222,114,114,103,109,216,220,173,173,135,141,95,109,150,154,146,146,162,162,192,192,230,230
S223,114,118,99,111,216,220,173,177,135,141,109,111,158,158,150,152,162,162,192,196,221,230
S224,118,125,103,109,216,220,173,173,135,141,95,111,150,150,148,150,162,164,196,198,230,230
S225,114,118,103,103,216,218,173,173,135,135,107,109,150,158,146,146,162,162,192,196,230,230
S226,118,118,99,103,218,218,173,173,135,141,95,109,150,150,148,150,160,162,192,198,230,230
S227,114,118,99,103,216,220,173,173,135,141,93,111,150,158,150,150,162,162,192,196,221,230
S228,118,118,103,105,218,218,173,177,135,141,109,111,150,158,146,152,162,162,192,192,230,230
S229,114,118,99,105,218,220,173,183,141,141,109,109,150,158,148,150,162,164,192,192,230,230
S230,112,114,103,103,218,218,160,173,135,141,97,111,150,154,150,150,162,162,196,198,230,230
S231,114,118,99,103,218,220,173,173,135,141,95,107,150,150,152,152,160,162,194,198,230,230
S232,114,118,99,103,218,220,173,173,141,141,109,111,150,158,150,152,162,162,192,192,230,230
S233,112,118,103,111,216,220,173,177,135,143,95,109,150,158,146,146,162,162,196,198,230,230
S234,118,118,99,103,216,218,173,173,135,141,109,111,158,158,146,148,160,162,196,198,230,230
S235,114,118,99,111,216,216,173,177,141,141,95,109,154,158,150,152,162,162,192,192,230,233
S236,114,118,111,111,220,220,173,177,141,141,95,107,154,158,146,152,162,162,192,192,221,230
S237,114,118,103,103,220,220,173,173,135,135,107,109,158,158,146,150,160,162,192,196,230,230
S238,108,118,99,103,212,216,173,175,135,141,95,111,150,158,146,146,160,162,192,192,215,230
S239,114,118,99,103,216,216,173,173,135,141,109,109,150,158,146,150,160,162,192,194,221,230
S240,114,118,99,109,212,220,169,173,141,141,93,109,150,150,150,150,162,164,196,196,230,230
S241,118,118,103,111,216,220,173,177,135,141,109,109,158,158,150,152,162,162,192,196,230,233
S242,114,118,99,109,212,220,169,173,141,141,93,109,150,150,150,150,162,164,196,196,230,230
S243,118,118,103,111,216,216,173,173,135,141,95,109,154,158,150,152,162,162,192,196,221,230
S244,114,118,103,103,218,220,173,173,135,141,109,111,158,158,150,150,162,162,192,192,230,233
S245,114,114,99,111,216,220,173,173,141,141,109,111,150,158,146,150,162,162,192,196,221,230
S246,106,114,103,103,218,220,160,173,135,135,109,111,158,158,148,150,160,162,192,196,230,230
S247,114,118,109,111,218,220,169,173,141,143,95,95,158,158,148,152,162,164,192,198,230,233
S248,114,118,99,111,216,220,173,173,135,141,93,111,150,154,150,152,160,162,192,196,221,230
S249,118,118,99,105,216,220,173,177,141,141,95,109,158,158,146,150,162,162,196,198,230,230
S250,114,118,103,103,212,218,177,177,141,141,93,111,150,150,146,152,162,164,192,194,230,230
S251,114,118,103,111,218,218,173,173,135,141,109,111,150,150,146,150,162,162,196,198,230,230
S252,114,118,99,103,212,220,173,173,135,141,107,111,150,154,146,152,160,162,194,196,230,230
S253,114,114,99,103,216,218,173,177,135,143,109,111,158,160,146,150,162,164,192,194,230,230
S254,112,114,99,105,218,220,173,177,135,141,111,111,150,158,146,148,160,162,192,192,230,230
